Rf,Vrms_A,Vrms_B,Vrms_C,Irms_A,Irms_B,Irms_C,Vmax_A,Vmax_B,Vmax_C,Imax_A,Imax_B,Imax_C,Vmean_A,Vmean_B,Vmean_C,Imean_A,Imean_B,Imean_C,Vunbalance,Iunbalance,FaultBus
0.001,0.0695519626532528,0.0706366495625679,0.0685728889162913,0.82470331709275,1.10146153618644,1.1299270973527,0.102906043282555,0.104611232181004,0.1016859038264,1.68114250790001,1.6199541203732,1.77740139803258,0.0625059510748958,0.0634793272794452,0.0616213181603796,0.740270969746784,0.991327804264221,1.01663384021191,0.0020637606462766,0.305223780259946,10
0.000963850407418192,0.06863603740352792,0.07050589553826656,0.0658900980047238,0.8103622993465834,1.0955013327916394,1.1272569343112535,0.1008301566416527,0.10438883643804957,0.10167223034339,1.6905548346498451,1.623788796252821,1.7242568251327268,0.0618651506989899,0.06512930790875322,0.06069687931694237,0.7455453203783975,1.032023765425692,0.9764532186501559,0.0019727022950893655,0.3123358933443492,10
0.0009910193423874915,0.06882728138060303,0.07160212426154937,0.06570452195769445,0.830684877517459,1.0831898391919972,1.1109812359387603,0.10691328874679258,0.1025227971192034,0.10312014011264745,1.6834366231563966,1.5921353901249968,1.78440369272077,0.06143219407179157,0.06367958173953596,0.061533946196482406,0.7552959607312018,0.9903483250491122,0.9872560874475347,0.0019936804038888055,0.30944501540435637,10
0.0010207584455142265,0.06599309545634932,0.06978738333859831,0.06965516192583897,0.8436018226038493,1.0832417819333484,1.1150254357440994,0.1047113068242134,0.10728850250515014,0.10419614508323953,1.7522875415775268,1.5321451639120447,1.7731702347769125,0.06213412844055796,0.06469726501621931,0.061528046058936664,0.7111797337296587,1.0078256631565583,1.0417838899605127,0.002112670827609369,0.3093343878746901,10
0.0009763968464736947,0.06819159714081138,0.06927194997202919,0.0690353803479611,0.7927992578769828,1.042400915622061,1.1185812909607773,0.10354930967307374,0.10340666784093167,0.10013158216009874,1.695218924294753,1.6291315963279422,1.7340044179352316,0.0615034576645285,0.06418979454238165,0.06213067908055948,0.7311100165775466,1.0184635085115525,0.9795037225549683,0.0020934077360425622,0.3064049577036914,10
0.0010243314037553717,0.06951422147604856,0.07081297688706761,0.06697140532610472,0.822660720798431,1.084772135110677,1.1269049363616364,0.10666793145561433,0.10629852625789524,0.101887107398785,1.7245246947545692,1.6020040666844233,1.8022987781756272,0.06245594064497155,0.0630960034205127,0.06328036038056187,0.7626463154565558,0.9763975604028544,1.0323178032463711,0.0020926596615641713,0.2991632882295043,10
0.0009954929387977966,0.07196223678784915,0.06821408308773673,0.0678001493924338,0.8116960390456619,1.1345057403763967,1.1575139157038086,0.10195515370690235,0.10211444916144767,0.10188971756739701,1.682990825098574,1.6398892577226,1.7584057869596723,0.06261169012478725,0.06548518254853848,0.05926616595608264,0.7609597152432724,1.0152311600723427,1.0173421945431185,0.002134657855280977,0.29867533210335445,10
0.0009818570851040586,0.06812128946891584,0.0709636857138046,0.06925763815055856,0.8197156031249779,1.086617240110013,1.120506454408773,0.10030501796657201,0.10680049899103064,0.09838821855299698,1.7565103700139084,1.5993166989296552,1.860754322333644,0.06322112303421684,0.06336744226301558,0.05981257238088723,0.7469879901806473,0.978243536032966,1.0274564410522014,0.002114518315108044,0.31038434178589014,10
0.0009977523648553406,0.06952781938449899,0.07235706332113538,0.07033964731433927,0.831679616739683,1.0696837466448632,1.1220718311498288,0.10472279965692992,0.10270832495470947,0.1008735509136674,1.6725752200963908,1.6502170674121164,1.7950521279970504,0.06362175264310424,0.06494331324377453,0.05969185060499758,0.7379673844204272,1.0152810462285484,1.03140145293733,0.002002741643628562,0.30571078909741345,10
0.001009653293623764,0.07213891972064808,0.07206427487732256,0.06733310172621278,0.8212721949338977,1.105411386144625,1.0983536093581245,0.10232843173025942,0.10819807429109597,0.10204910239882876,1.6673199344577738,1.6662855268068917,1.8205893917558327,0.06323111015322615,0.06627300421537508,0.0618749886976755,0.7456675840820489,1.0048077654547103,0.9872337484680703,0.0020740198785505547,0.29782687899803445,10
0.0009829809072330296,0.0718072679921306,0.07361931336290291,0.06817636598404794,0.8163739164006961,1.111011457434156,1.113305068743832,0.10202678277807291,0.10217279476462887,0.10233873734785803,1.654081740357134,1.5389979413874397,1.7771452582832308,0.059711713643422926,0.06512989965268694,0.06032732947788731,0.7481768234346903,0.9848497067249424,1.0300057646732401,0.0020243454925378285,0.3079863637550708,10
0.001016651729520264,0.06917971639324721,0.07149295074711205,0.06889743537987669,0.8257915172014237,1.0806045983314039,1.1494538119340407,0.10262145177407832,0.10398287156095812,0.10261568137330432,1.7306537860333295,1.5929102002825084,1.7642797812486577,0.06484657342461227,0.06283046486105748,0.06204292851655909,0.749469730866193,0.9922793584185671,1.0241750151113467,0.0021190935648986707,0.2977115544067224,10
0.0009706990118410788,0.06861058042066825,0.07100269415791709,0.06607773302610807,0.8463264583661476,1.0987386261522263,1.1454937504294713,0.1024493074391186,0.10320174852491089,0.10014812165744137,1.7121194264500568,1.612809832139113,1.7378666042212034,0.061820675134552555,0.061593695704098374,0.060618825922402496,0.7547075529513977,1.02322045393579,1.026363054943843,0.0020181745776641385,0.29782016089151714,10
0.001038937981924581,0.07070187600513372,0.07091373292234336,0.07158211189579419,0.8203149829570222,1.080424624951571,1.1525626480474882,0.1038197100137445,0.10562544784230624,0.10197822825019513,1.6825509883983014,1.6034127485703003,1.7302565579077438,0.06436203346757595,0.06474421293676025,0.06323821823493367,0.7176322235061146,1.0242841666727402,1.0058239598152243,0.002100812617117184,0.3110859884385223,10
0.0009986627144272684,0.0713916503686226,0.07044297047343781,0.07004285191664354,0.83477880041876,1.0959950388787953,1.1321515486737688,0.1026925230794779,0.10923552658034064,0.10270515908272335,1.7058980953343612,1.6067710591631226,1.8228822964263285,0.06093310286899751,0.06418973875487757,0.06278975085552506,0.7636278880205889,0.9522829875683194,1.0014844860434853,0.002104033585879651,0.30395951679718153,10
0.0010022683802229917,0.06832871873369278,0.07135557810645851,0.06465996155539806,0.8045013661636307,1.123553386835515,1.1113159118607276,0.10026065590602427,0.10296921645826133,0.10010200288346312,1.6584183277618025,1.6064080741128524,1.7902914404563386,0.06036834910803511,0.06394230978587734,0.0619482794352085,0.7430339031157814,0.9770001423476341,1.0140399731714356,0.0021658636986893656,0.2995540395159124,10
0.0009877352417222574,0.06969009785891879,0.07211889830114188,0.07136489044461576,0.813867069293876,1.1217003182732619,1.1345515270582007,0.10409218789724253,0.10506670123844915,0.10150824674830423,1.7440281362673444,1.587166463608525,1.7727342433745552,0.06322375175180708,0.06273836114487298,0.060965501118816226,0.7337309626270557,1.0005448854969243,1.0168193488648325,0.0019962492375165493,0.3028075491738712,10
0.0010184819866922,0.07029517819787796,0.07360640280931588,0.0682116928550327,0.8293129746058626,1.1434910415432638,1.1334041054078807,0.10428421743978471,0.10422830995821158,0.10436261620049533,1.6934506837294472,1.6257638943886736,1.7523853484654415,0.06478974621997728,0.06340251167757735,0.06173694219889889,0.7276441605540329,0.9769072732957891,1.0485393683411182,0.0021093807885035408,0.29416740927932306,10
0.0010094780902417382,0.06861915017067874,0.07098741690123817,0.06980895549494419,0.8391568894599937,1.0575816397891415,1.1378937974738672,0.10117579496798829,0.10674979372917358,0.09885873735604472,1.6993334392443693,1.5914949165494547,1.7834043547044354,0.06183958754026171,0.06361541683730706,0.06117500504878668,0.7239710751817404,1.00064626622043,1.0238081372898369,0.0020468885842179116,0.300855929162801,10
0.0010254629706157948,0.0685642668525605,0.07177871855318702,0.06772920406914773,0.8271820324829975,1.086318977222565,1.1128812547147096,0.10181274322076686,0.10610807780531827,0.10170000889831234,1.6713542421130403,1.616005357965989,1.7849382858994407,0.06253915084848594,0.06424583912417242,0.061485452617305966,0.7316901197015642,0.9605785832868239,1.0173689879718164,0.0020300550055179518,0.31460405933222463,10
0.0009678714181369682,0.07145097927224711,0.07069922115982125,0.06855032551107894,0.8169959528906907,1.1145188667866595,1.139922283490316,0.10061722089220258,0.1051090771300233,0.10088571409264813,1.759042320205865,1.6466237903885836,1.7125272468015182,0.06109675351000685,0.06399850276550671,0.06088383352251066,0.7183508771852233,0.9772692012737014,1.0466418612556205,0.0020083102654212736,0.3038341187790713,10
